Virus Strain Name	Accession ID	Data Source	Related ID	Lineage	Nuc.Completeness	Sequence Length	Sequence Quality	Quality Assessment	Host	Sample Collection Date	Location	Originating Lab	Submission Date	Submitting Lab	Create Time	Last Update Time
hCoV-19/India/DL-ILBS-9127/2023	EPI_ISL_17548459	GISAID	 	XBB.1.16	Complete	29750	Low	711/0/NA/NA/NA	Homo sapiens	2023-03-27	India / Delhi		2023-04-26		2023-05-01 05:54:26	2023-05-01 05:54:26
hCoV-19/India/MP-AIIMS_B-ICMR-INSACOG-WGS-1956/2023	EPI_ISL_17551095	GISAID	 	Unassigned	Partial	28795	Low	12202/0/NA/NA/NA	Homo sapiens	2023-01-21	India / Madhya Pradesh / BHOPAL		2023-04-26		2023-05-01 05:54:26	2023-05-01 05:54:26
hCoV-19/India/MP-AIIMS_B-ICMR-INSACOG-WGS-1952/2023	EPI_ISL_17551094	GISAID	 	Unassigned	Partial	26756	Low	9588/0/NA/NA/NA	Homo sapiens	2023-01-07	India / Madhya Pradesh / INDORE		2023-04-26		2023-05-01 05:54:26	2023-05-01 05:54:26
hCoV-19/India/MH-CSIR-NEERI3155/2023	EPI_ISL_17557438	GISAID	 	XBB.1.16	Complete	29687	Low	554/0/NA/NA/NA	Homo sapiens	2023-04-10	India / Maharashtra / Nagpur		2023-04-27		2023-05-01 05:54:26	2023-05-01 05:54:26
hCoV-19/India/MH-CSIR-NEERI3081/2023	EPI_ISL_17557454	GISAID	 	XBB.1.16.1	Complete	29689	Low	1154/0/NA/NA/NA	Homo sapiens	2023-04-08	India / Maharashtra / Nagpur		2023-04-27		2023-05-01 05:54:26	2023-05-01 05:54:26
hCoV-19/India/MH-CSIR-NEERI3132/2023	EPI_ISL_17557431	GISAID	 	XBB.1.16	Complete	29687	Low	387/0/NA/NA/NA	Homo sapiens	2023-04-10	India / Maharashtra / Nagpur		2023-04-27		2023-05-01 05:54:26	2023-05-01 05:54:26
hCoV-19/India/MH-CSIR-NEERI3130/2023	EPI_ISL_17557436	GISAID	 	XBB.1.16	Complete	29678	Low	478/0/NA/NA/NA	Homo sapiens	2023-04-10	India / Maharashtra / Nagpur		2023-04-27		2023-05-01 05:54:26	2023-05-01 05:54:26
hCoV-19/India/MH-CSIR-NEERI3065/2023	EPI_ISL_17557398	GISAID	 	XBB.2.3	Complete	29729	High	13/0/-/-/-	Homo sapiens	2023-04-06	India / Maharashtra / Nagpur		2023-04-27		2023-05-01 05:54:26	2023-05-01 06:03:36
hCoV-19/India/MH-CSIR-NEERI3078/2023	EPI_ISL_17557427	GISAID	 	XBB.1.16	Complete	29689	Low	353/0/NA/NA/NA	Homo sapiens	2023-04-08	India / Maharashtra / Nagpur		2023-04-27		2023-05-01 05:54:26	2023-05-01 05:54:26
hCoV-19/India/MH-CSIR-NEERI3145/2023	EPI_ISL_17557434	GISAID	 	XBB.1.16	Complete	29691	Low	425/0/NA/NA/NA	Homo sapiens	2023-04-10	India / Maharashtra / Nagpur		2023-04-27		2023-05-01 05:54:26	2023-05-01 05:54:26
hCoV-19/India/MH-CSIR-NEERI3122/2023	EPI_ISL_17557409	GISAID	 	XBB.1.16	Partial	29438	Low	4661/0/NA/NA/NA	Homo sapiens	2023-04-10	India / Maharashtra / Nagpur		2023-04-27		2023-05-01 05:54:26	2023-05-01 05:54:26
hCoV-19/India/MH-CSIR-NEERI3116/2023	EPI_ISL_17557382	GISAID	 	XBB.1.16	Complete	29713	Low	209/0/NA/NA/NA	Homo sapiens	2023-04-11	India / Maharashtra / Nagpur		2023-04-27		2023-05-01 05:54:26	2023-05-01 05:54:26
hCoV-19/India/MH-CSIR-NEERI3126/2023	EPI_ISL_17557453	GISAID	 	XBB.1.16	Complete	29687	Low	1153/0/NA/NA/NA	Homo sapiens	2023-04-10	India / Maharashtra / Nagpur		2023-04-27		2023-05-01 05:54:26	2023-05-01 05:54:26
hCoV-19/India/MH-CSIR-NEERI3092/2023	EPI_ISL_17557379	GISAID	 	XBB.1.16.1	Complete	29670	Low	556/0/NA/NA/NA	Homo sapiens	2023-04-08	India / Maharashtra / Nagpur		2023-04-27		2023-05-01 05:54:26	2023-05-01 05:54:26
hCoV-19/India/MH-CSIR-NEERI3106/2023	EPI_ISL_17557424	GISAID	 	XBB.1.16	Complete	29723	Low	2906/0/NA/NA/NA	Homo sapiens	2023-04-08	India / Maharashtra / Nagpur		2023-04-27		2023-05-01 05:54:26	2023-05-01 05:54:26
hCoV-19/India/MH-CSIR-NEERI3073/2023	EPI_ISL_17557421	GISAID	 	XBB.1.16.1	Complete	29685	Low	2736/0/NA/NA/NA	Homo sapiens	2023-04-08	India / Maharashtra / Nagpur		2023-04-27		2023-05-01 05:54:26	2023-05-01 05:54:26
hCoV-19/India/MH-CSIR-NEERI3089/2023	EPI_ISL_17557390	GISAID	 	XBB.1.16.1	Complete	29694	Low	243/0/NA/NA/NA	Homo sapiens	2023-04-08	India / Maharashtra / Nagpur		2023-04-27		2023-05-01 05:54:26	2023-05-01 05:54:26
hCoV-19/India/MH-CSIR-NEERI3107/2023	EPI_ISL_17557393	GISAID	 	XBB.1	Complete	29706	Low	292/0/NA/NA/NA	Homo sapiens	2023-04-08	India / Maharashtra / Nagpur		2023-04-27		2023-05-01 05:54:26	2023-05-01 05:54:26
hCoV-19/India/MH-CSIR-NEERI3076/2023	EPI_ISL_17557443	GISAID	 	XBB.1.16	Complete	29702	Low	724/0/NA/NA/NA	Homo sapiens	2023-04-08	India / Maharashtra / Nagpur		2023-04-27		2023-05-01 05:54:26	2023-05-01 05:54:26
hCoV-19/India/MH-CSIR-NEERI3101/2023	EPI_ISL_17557447	GISAID	 	XBB.1.16	Complete	29687	Low	886/0/NA/NA/NA	Homo sapiens	2023-04-10	India / Maharashtra / Nagpur		2023-04-27		2023-05-01 05:54:26	2023-05-01 05:54:26
hCoV-19/India/MH-CSIR-NEERI3150/2023	EPI_ISL_17557446	GISAID	 	XBB.1.16	Complete	29689	Low	876/0/NA/NA/NA	Homo sapiens	2023-04-10	India / Maharashtra / Nagpur		2023-04-27		2023-05-01 05:54:26	2023-05-01 05:54:26
hCoV-19/India/JK-SGR-MAR-2/2023	EPI_ISL_17554828	GISAID	 	XBB.1.16.1	Complete	29740	Low	240/0/NA/NA/NA	Homo sapiens	2023-03-24	India / Jammu and Kashmir / Srinagar		2023-04-27		2023-05-01 05:54:38	2023-05-01 05:54:38
hCoV-19/India/JK-20/2023	EPI_ISL_17554851	GISAID	 	XBB.2.3	Complete	29754	Low	212/0/NA/NA/NA	Homo sapiens	2023-04-01	India / Jammu and Kashmir / Talab Tillo		2023-04-27		2023-05-01 05:54:38	2023-05-01 05:54:38
hCoV-19/India/JK-SK-2-1043065/2023	EPI_ISL_17554899	GISAID	 	XBB.1.16	Complete	29721	Low	580/0/NA/NA/NA	Homo sapiens	2023-03-28	India / Jammu and Kashmir / Budgam		2023-04-27		2023-05-01 05:54:38	2023-05-01 05:54:38
hCoV-19/India/JK-21/2023	EPI_ISL_17554852	GISAID	 	XBB.2.3	Partial	29444	Low	1306/0/NA/NA/NA	Homo sapiens	2023-04-01	India / Jammu and Kashmir / Anantnag		2023-04-27		2023-05-01 05:54:38	2023-05-01 05:54:38
hCoV-19/India/JK-SK-2-1043885/2023	EPI_ISL_17554895	GISAID	 	XBB.1.16	Complete	29729	Low	221/0/NA/NA/NA	Homo sapiens	2023-04-08	India / Jammu and Kashmir / Budgam		2023-04-27		2023-05-01 05:54:38	2023-05-01 05:54:38
hCoV-19/India/JK-SK-2-1043252/2023	EPI_ISL_17554891	GISAID	 	XBB.2.3.2	Complete	29731	Low	391/0/NA/NA/NA	Homo sapiens	2023-04-01	India / Jammu and Kashmir / Baramulla		2023-04-27		2023-05-01 05:54:38	2023-05-01 05:54:38
hCoV-19/India/JK-378512/2023	EPI_ISL_17554863	GISAID	 	EG.1	Partial	29427	Low	692/0/NA/NA/NA	Homo sapiens	2023-03-28	India / Jammu and Kashmir / Pulwama		2023-04-27		2023-05-01 05:54:38	2023-05-01 05:54:38
hCoV-19/India/JK-SK-2-1043305/2023	EPI_ISL_17554892	GISAID	 	XBB.2.3	Complete	29725	Low	293/0/NA/NA/NA	Homo sapiens	2023-04-03	India / Jammu and Kashmir / Srinagar		2023-04-27		2023-05-01 05:54:38	2023-05-01 05:54:38
hCoV-19/India/JK-24/2023	EPI_ISL_17554854	GISAID	 	XBB.1.16	Complete	29724	Low	225/0/NA/NA/NA	Homo sapiens	2023-04-01	India / Jammu and Kashmir / R S Pura		2023-04-27		2023-05-01 05:54:38	2023-05-01 05:54:38
hCoV-19/India/JK-SK-2-1043060/2023	EPI_ISL_17554897	GISAID	 	XBB.1.16.1	Complete	29721	Low	769/0/NA/NA/NA	Homo sapiens	2023-03-28	India / Jammu and Kashmir / Budgam		2023-04-27		2023-05-01 05:54:38	2023-05-01 05:54:38
hCoV-19/India/JK-SK-2-1043393/2023	EPI_ISL_17554893	GISAID	 	XBB.4	Complete	29662	Low	1202/0/NA/NA/NA	Homo sapiens	2023-04-05	India / Jammu and Kashmir / Budgam		2023-04-27		2023-05-01 05:54:38	2023-05-01 05:54:38
hCoV-19/India/JK-D-15541/2023	EPI_ISL_17554874	GISAID	 	EG.1	Complete	29721	Low	234/0/NA/NA/NA	Homo sapiens	2023-04-03	India / Jammu and Kashmir / Srinagar		2023-04-27		2023-05-01 05:54:38	2023-05-01 05:54:38
hCoV-19/India/JK-378518/2023	EPI_ISL_17554870	GISAID	 	EG.1	Complete	29729	Low	392/0/NA/NA/NA	Homo sapiens	2023-03-28	India / Jammu and Kashmir / Budgam		2023-04-27		2023-05-01 05:54:38	2023-05-01 05:54:38
hCoV-19/India/JK-44900/2023	EPI_ISL_17554880	GISAID	 	BA.2.75	Partial	29661	Low	1240/0/NA/NA/NA	Homo sapiens	2023-03-25	India / Jammu and Kashmir / Ganderbal		2023-04-27		2023-05-01 05:54:38	2023-05-01 05:54:38
hCoV-19/India/JK-44932/2023	EPI_ISL_17554881	GISAID	 	BA.2.75.5	Complete	29724	Low	540/0/NA/NA/NA	Homo sapiens	2023-03-30	India / Jammu and Kashmir / Ganderbal		2023-04-27		2023-05-01 05:54:38	2023-05-01 05:54:38
hCoV-19/India/JK-SK-2-1043062/2023	EPI_ISL_17554898	GISAID	 	XBB.2.3	Complete	29721	Low	285/0/NA/NA/NA	Homo sapiens	2023-03-28	India / Jammu and Kashmir / Budgam		2023-04-27		2023-05-01 05:54:38	2023-05-01 05:54:38
hCoV-19/India/JK-O-6422/2023	EPI_ISL_17554858	GISAID	 	XBB.1.9.1	Complete	29730	Low	212/0/NA/NA/NA	Homo sapiens	2023-03-29	India / Jammu and Kashmir / Srinagar		2023-04-27		2023-05-01 05:54:38	2023-05-01 05:54:38
hCoV-19/India/JK-378376/2023	EPI_ISL_17554857	GISAID	 	XBB.2.3	Complete	29735	Low	210/0/NA/NA/NA	Homo sapiens	2023-03-27	India / Jammu and Kashmir / Ganderbal		2023-04-27		2023-05-01 05:54:38	2023-05-01 05:54:38
hCoV-19/India/JK-378551/2023	EPI_ISL_17554864	GISAID	 	XBB.1.9.1	Complete	29677	Low	610/0/NA/NA/NA	Homo sapiens	2023-03-29	India / Jammu and Kashmir / Pulwama		2023-04-27		2023-05-01 05:54:38	2023-05-01 05:54:38
hCoV-19/India/JK-SK-2-1042603/2023	EPI_ISL_17554904	GISAID	 	XBB.2	Complete	29746	Low	212/0/NA/NA/NA	Homo sapiens	2023-03-17	India / Jammu and Kashmir / Srinagar		2023-04-27		2023-05-01 05:54:38	2023-05-01 05:54:38
hCoV-19/India/JK-SK-2-1043055/2023	EPI_ISL_17554896	GISAID	 	XBB.2.3	Complete	29716	Low	848/0/NA/NA/NA	Homo sapiens	2023-03-28	India / Jammu and Kashmir / Budgam		2023-04-27		2023-05-01 05:54:38	2023-05-01 05:54:38
hCoV-19/India/JK-19/2023	EPI_ISL_17554850	GISAID	 	XBB.1.5	Complete	29737	Low	1129/0/NA/NA/NA	Homo sapiens	2023-04-01	India / Jammu and Kashmir / Rajpura		2023-04-27		2023-05-01 05:54:38	2023-05-01 05:54:38
hCoV-19/India/JK-St 6303/2023	EPI_ISL_17554825	GISAID	 	XBB.1.16	Complete	29724	Low	262/0/NA/NA/NA	Homo sapiens	2023-03-30	India / Jammu and Kashmir / Anantnag		2023-04-27		2023-05-01 05:54:38	2023-05-01 05:54:38
hCoV-19/India/JK-O-6423/2023	EPI_ISL_17554868	GISAID	 	XBB.1.16.1	Complete	29730	Low	211/0/NA/NA/NA	Homo sapiens	2023-03-31	India / Jammu and Kashmir / Srinagar		2023-04-27		2023-05-01 05:54:38	2023-05-01 05:54:38
hCoV-19/India/JK-378756/2023	EPI_ISL_17554869	GISAID	 	XBB.1.16	Complete	29730	Low	272/0/NA/NA/NA	Homo sapiens	2023-03-30	India / Jammu and Kashmir / Srinagar		2023-04-27		2023-05-01 05:54:38	2023-05-01 05:54:38
hCoV-19/India/JK-St 6302/2023	EPI_ISL_17554824	GISAID	 	XBB.2.3	Partial	29730	Low	1666/0/NA/NA/NA	Homo sapiens	2023-03-30	India / Jammu and Kashmir / Anantnag		2023-04-27		2023-05-01 05:54:38	2023-05-01 05:54:38
hCoV-19/India/JK-SK-2-1043121/2023	EPI_ISL_17554902	GISAID	 	EG.1	Complete	29721	Low	306/0/NA/NA/NA	Homo sapiens	2023-03-29	India / Jammu and Kashmir / Baramulla		2023-04-27		2023-05-01 05:54:38	2023-05-01 05:54:38
hCoV-19/India/JK-D-15469/2023	EPI_ISL_17554872	GISAID	 	XBB.2	Complete	29728	Low	218/0/NA/NA/NA	Homo sapiens	2023-04-03	India / Jammu and Kashmir / Srinagar		2023-04-27		2023-05-01 05:54:38	2023-05-01 05:54:38
hCoV-19/India/JK-SGR-MAR-4/2023	EPI_ISL_17554830	GISAID	 	EG.1	Complete	29738	Low	206/0/NA/NA/NA	Homo sapiens	2023-03-27	India / Jammu and Kashmir / Srinagar		2023-04-27		2023-05-01 05:54:38	2023-05-01 05:54:38
hCoV-19/India/JK-SK-2-1043218/2023	EPI_ISL_17554910	GISAID	 	XBB.1.16.1	Complete	29732	Low	165/0/NA/NA/NA	Homo sapiens	2023-03-31	India / Jammu and Kashmir / Srinagar		2023-04-27		2023-05-01 05:54:38	2023-05-01 05:54:38
hCoV-19/India/JK-15547/2023	EPI_ISL_17554873	GISAID	 	XBB.1.16.1	Complete	29729	Low	360/0/NA/NA/NA	Homo sapiens	2023-04-03	India / Jammu and Kashmir / Srinagar		2023-04-27		2023-05-01 05:54:38	2023-05-01 05:54:38
hCoV-19/India/JK-SK-2-1042588/2023	EPI_ISL_17554907	GISAID	 	XBB.1.9.1	Complete	29721	Low	361/0/NA/NA/NA	Homo sapiens	2023-03-17	India / Jammu and Kashmir / Budgam		2023-04-27		2023-05-01 05:54:38	2023-05-01 05:54:38
hCoV-19/India/JK-SK-2-1043106/2023	EPI_ISL_17554908	GISAID	 	EG.1	Complete	29721	Low	215/0/NA/NA/NA	Homo sapiens	2023-03-29	India / Jammu and Kashmir / Budgam		2023-04-27		2023-05-01 05:54:38	2023-05-01 05:54:38
hCoV-19/India/JK-SK-2-1044372/2023	EPI_ISL_17554915	GISAID	 	EG.1	Complete	29659	Low	420/0/NA/NA/NA	Homo sapiens	2023-04-12	India / Jammu and Kashmir / Budgam		2023-04-27		2023-05-01 05:54:38	2023-05-01 05:54:38
hCoV-19/India/JK-SGR-MAR-10/2023	EPI_ISL_17554836	GISAID	 	EG.1	Complete	29732	Low	211/0/NA/NA/NA	Homo sapiens	2023-04-03	India / Jammu and Kashmir / Srinagar		2023-04-27		2023-05-01 05:54:38	2023-05-01 05:54:38
hCoV-19/India/JK-SGR-MAR-8/2023	EPI_ISL_17554834	GISAID	 	EG.1	Complete	29726	Low	212/0/NA/NA/NA	Homo sapiens	2023-04-01	India / Jammu and Kashmir / Srinagar		2023-04-27		2023-05-01 05:54:38	2023-05-01 05:54:38
hCoV-19/India/JK-SGR-MAR-9/2023	EPI_ISL_17554835	GISAID	 	EG.1	Complete	29728	Low	279/0/NA/NA/NA	Homo sapiens	2023-04-03	India / Jammu and Kashmir / Srinagar		2023-04-27		2023-05-01 05:54:38	2023-05-01 05:54:38
hCoV-19/India/JK-44898/2023	EPI_ISL_17554879	GISAID	 	BL.2	Complete	29728	Low	470/0/NA/NA/NA	Homo sapiens	2023-03-25	India / Jammu and Kashmir / Ganderbal		2023-04-27		2023-05-01 05:54:38	2023-05-01 05:54:38
hCoV-19/India/JK-378257/2023	EPI_ISL_17554855	GISAID	 	XBB.1.16	Complete	29718	Low	219/0/NA/NA/NA	Homo sapiens	2023-03-25	India / Jammu and Kashmir / Srinagar		2023-04-27		2023-05-01 05:54:38	2023-05-01 05:54:38
hCoV-19/India/JK-SK-2-1044388/2023	EPI_ISL_17554917	GISAID	 	XBB.1.16.1	Complete	29721	Low	495/0/NA/NA/NA	Homo sapiens	2023-04-12	India / Jammu and Kashmir / Kupwara		2023-04-27		2023-05-01 05:54:38	2023-05-01 05:54:38
hCoV-19/India/JK-SK-2-1043597/2023	EPI_ISL_17554894	GISAID	 	XBB.1.16	Complete	29721	Low	221/0/NA/NA/NA	Homo sapiens	2023-04-06	India / Jammu and Kashmir / Srinagar		2023-04-27		2023-05-01 05:54:38	2023-05-01 05:54:38
hCoV-19/India/JK-378377/2023	EPI_ISL_17554859	GISAID	 	XBB.1.16.1	Complete	29705	Low	768/0/NA/NA/NA	Homo sapiens	2023-03-27	India / Jammu and Kashmir / Pulwama		2023-04-27		2023-05-01 05:54:38	2023-05-01 05:54:38
hCoV-19/India/JK-378351/2023	EPI_ISL_17554856	GISAID	 	XBB.1.16	Complete	29721	Low	388/0/NA/NA/NA	Homo sapiens	2023-03-27	India / Jammu and Kashmir / Srinagar		2023-04-27		2023-05-01 05:54:38	2023-05-01 05:54:38
hCoV-19/India/JK-SGR-MAR-1/2023	EPI_ISL_17554827	GISAID	 	XBB.2.3	Complete	29724	Low	396/0/NA/NA/NA	Homo sapiens	2023-03-16	India / Jammu and Kashmir / Srinagar		2023-04-27		2023-05-01 05:54:38	2023-05-01 05:54:38
hCoV-19/India/JK-SGR-MAR-11/2023	EPI_ISL_17554837	GISAID	 	XBB.1	Complete	29721	Low	210/0/NA/NA/NA	Homo sapiens	2023-03-23	India / Jammu and Kashmir / Shopian		2023-04-27		2023-05-01 05:54:38	2023-05-01 05:54:38
hCoV-19/India/JK-378487/2023	EPI_ISL_17554862	GISAID	 	XBB.2.3	Complete	29722	Low	221/0/NA/NA/NA	Homo sapiens	2023-03-28	India / Jammu and Kashmir / Shopian		2023-04-27		2023-05-01 05:54:38	2023-05-01 05:54:38
hCoV-19/India/JK-378640/2023	EPI_ISL_17554867	GISAID	 	XBB.1.16	Complete	29732	Low	212/0/NA/NA/NA	Homo sapiens	2023-03-29	India / Jammu and Kashmir / Baramulla		2023-04-27		2023-05-01 05:54:38	2023-05-01 05:54:38
hCoV-19/India/JK-SK-2-1043887/2023	EPI_ISL_17554886	GISAID	 	XBB.1.16	Complete	29729	Low	604/0/NA/NA/NA	Homo sapiens	2023-04-08	India / Jammu and Kashmir / Srinagar		2023-04-27		2023-05-01 05:54:38	2023-05-01 05:54:38
hCoV-19/India/JK-22/2023	EPI_ISL_17554853	GISAID	 	XBB.1.16.1	Complete	29730	Low	207/0/NA/NA/NA	Homo sapiens	2023-04-01	India / Jammu and Kashmir / Jammu		2023-04-27		2023-05-01 05:54:38	2023-05-01 05:54:38
hCoV-19/India/JK-378472/2023	EPI_ISL_17554861	GISAID	 	XBB.1.16	Complete	29730	Low	215/0/NA/NA/NA	Homo sapiens	2023-03-28	India / Jammu and Kashmir / Budgam		2023-04-27		2023-05-01 05:54:38	2023-05-01 05:54:38
hCoV-19/India/JK-378471/2023	EPI_ISL_17554860	GISAID	 	XBB.1.16.1	Complete	29668	Low	466/0/NA/NA/NA	Homo sapiens	2023-03-28	India / Jammu and Kashmir / Baramulla		2023-04-27		2023-05-01 05:54:38	2023-05-01 05:54:38
hCoV-19/India/JK-St 6313/2023	EPI_ISL_17554826	GISAID	 	XBB.1.16	Complete	29653	Low	558/0/NA/NA/NA	Homo sapiens	2023-04-03	India / Jammu and Kashmir / Anantnag		2023-04-27		2023-05-01 05:54:38	2023-05-01 05:54:38
hCoV-19/India/JK-SK-2-1042591/2023	EPI_ISL_17554906	GISAID	 	XBB.1	Complete	29721	Low	591/0/NA/NA/NA	Homo sapiens	2023-03-17	India / Jammu and Kashmir / Budgam		2023-04-27		2023-05-01 05:54:38	2023-05-01 05:54:38
hCoV-19/India/JK-St 6298/2023	EPI_ISL_17554822	GISAID	 	XBB.1.5.24	Partial	29439	Low	2145/0/NA/NA/NA	Homo sapiens	2023-03-16	India / Jammu and Kashmir / Pulwama		2023-04-27		2023-05-01 05:54:38	2023-05-01 05:54:38
hCoV-19/India/JK-378574/2023	EPI_ISL_17554865	GISAID	 	XBB.1.16.1	Complete	29729	Low	586/0/NA/NA/NA	Homo sapiens	2023-03-29	India / Jammu and Kashmir / Bandipora		2023-04-27		2023-05-01 05:54:38	2023-05-01 05:54:38
hCoV-19/India/JK-SK-2-1042719/2023	EPI_ISL_17554905	GISAID	 	XBB.1.5.24	Complete	29721	Low	541/0/NA/NA/NA	Homo sapiens	2023-03-20	India / Jammu and Kashmir / Budgam		2023-04-27		2023-05-01 05:54:38	2023-05-01 05:54:38
hCoV-19/India/JK-St 6299/2023	EPI_ISL_17554823	GISAID	 	XBB.1.16	Complete	29525	Low	1178/0/NA/NA/NA	Homo sapiens	2023-03-29	India / Jammu and Kashmir / Anantnag		2023-04-27		2023-05-01 05:54:38	2023-05-01 05:54:38
hCoV-19/India/JK-SK-2-1042864/2023	EPI_ISL_17554903	GISAID	 	XBB.1.16.1	Complete	29721	Low	331/0/NA/NA/NA	Homo sapiens	2023-03-24	India / Jammu and Kashmir / Budgam		2023-04-27		2023-05-01 05:54:38	2023-05-01 05:54:38
hCoV-19/India/JK-SK-2-1043119/2023	EPI_ISL_17554900	GISAID	 	XBB.1.16.1	Complete	29721	Low	405/0/NA/NA/NA	Homo sapiens	2023-03-29	India / Jammu and Kashmir / Srinagar		2023-04-27		2023-05-01 05:54:38	2023-05-01 05:54:38
hCoV-19/India/JK-SK-2-1043120/2023	EPI_ISL_17554901	GISAID	 	XBB.1.16.1	Complete	29716	Low	454/0/NA/NA/NA	Homo sapiens	2023-03-29	India / Jammu and Kashmir / Srinagar		2023-04-27		2023-05-01 05:54:38	2023-05-01 05:54:38
hCoV-19/India/JK-SGR-MAR-5/2023	EPI_ISL_17554831	GISAID	 	XBB.1.16.1	Complete	29729	Low	254/0/NA/NA/NA	Homo sapiens	2023-03-29	India / Jammu and Kashmir / Srinagar		2023-04-27		2023-05-01 05:54:38	2023-05-01 05:54:38
hCoV-19/India/JK-SGR-MAR-3/2023	EPI_ISL_17554829	GISAID	 	XBB.1.16	Complete	29735	Low	1187/0/NA/NA/NA	Homo sapiens	2023-03-25	India / Jammu and Kashmir / Srinagar		2023-04-27		2023-05-01 05:54:38	2023-05-01 05:54:38
hCoV-19/India/JK-378611/2023	EPI_ISL_17554866	GISAID	 	XBB.2.3	Partial	29660	Low	644/0/NA/NA/NA	Homo sapiens	2023-03-09	India / Jammu and Kashmir / Budgam		2023-04-27		2023-05-01 05:54:38	2023-05-01 05:54:38
hCoV-19/India/JK-SK-2-1043165/2023	EPI_ISL_17554909	GISAID	 	XBB.1.16	Complete	29715	Low	240/0/NA/NA/NA	Homo sapiens	2023-03-30	India / Jammu and Kashmir / Srinagar		2023-04-27		2023-05-01 05:54:38	2023-05-01 05:54:38
hCoV-19/India/JK-S-032/2023	EPI_ISL_17554871	GISAID	 	XBB.1.16	Complete	29693	Low	398/0/NA/NA/NA	Homo sapiens	2023-03-31	India / Jammu and Kashmir / Srinagar		2023-04-27		2023-05-01 05:54:38	2023-05-01 05:54:38
hCoV-19/India/JK-SGR-MAR-6/2023	EPI_ISL_17554832	GISAID	 	XBB.1.9.2	Complete	29728	Low	399/0/NA/NA/NA	Homo sapiens	2023-03-31	India / Jammu and Kashmir / Srinagar		2023-04-27		2023-05-01 05:54:38	2023-05-01 05:54:38
hCoV-19/India/JK-SK-2-1044373/2023	EPI_ISL_17554916	GISAID	 	XBB.1	Complete	29712	Low	510/0/NA/NA/NA	Homo sapiens	2023-04-12	India / Jammu and Kashmir / Budgam		2023-04-27		2023-05-01 05:54:38	2023-05-01 05:54:38
hCoV-19/India/JK-SK-2-1044315/2023	EPI_ISL_17554913	GISAID	 	XBB.1.16.1	Complete	29722	Low	213/0/NA/NA/NA	Homo sapiens	2023-04-12	India / Jammu and Kashmir / Budgam		2023-04-27		2023-05-01 05:54:38	2023-05-01 05:54:38
hCoV-19/India/JK-SK-2-1044050/2023	EPI_ISL_17554888	GISAID	 	XBB.1.16	Complete	29721	Low	275/0/NA/NA/NA	Homo sapiens	2023-04-10	India / Jammu and Kashmir / Budgam		2023-04-27		2023-05-01 05:54:38	2023-05-01 05:54:38
hCoV-19/India/JK-SGR-MAR-12/2023	EPI_ISL_17554838	GISAID	 	XBB.1.16.1	Complete	29721	Low	215/0/NA/NA/NA	Homo sapiens	2023-03-25	India / Jammu and Kashmir / Bejbagh		2023-04-27		2023-05-01 05:54:38	2023-05-01 05:54:38
hCoV-19/India/JK-SGR-MAR-7/2023	EPI_ISL_17554833	GISAID	 	XBB.1.16	Complete	29724	Low	1605/0/NA/NA/NA	Homo sapiens	2023-03-31	India / Jammu and Kashmir / Srinagar		2023-04-27		2023-05-01 05:54:38	2023-05-01 05:54:38
hCoV-19/India/JK-SK-2-1043599/2023	EPI_ISL_17554885	GISAID	 	XBB.1.9.1	Complete	29731	Low	262/0/NA/NA/NA	Homo sapiens	2023-04-06	India / Jammu and Kashmir / Poonch		2023-04-27		2023-05-01 05:54:38	2023-05-01 05:54:38
hCoV-19/India/JK-16/2023	EPI_ISL_17554848	GISAID	 	XBB.1.16	Complete	29731	Low	1387/0/NA/NA/NA	Homo sapiens	2023-04-01	India / Jammu and Kashmir / Iiim Colony		2023-04-27		2023-05-01 05:54:38	2023-05-01 05:54:38
hCoV-19/India/JK-SK-2-1044364/2023	EPI_ISL_17554914	GISAID	 	XBB.1.16.1	Complete	29721	Low	505/0/NA/NA/NA	Homo sapiens	2023-04-12	India / Jammu and Kashmir / Budgam		2023-04-27		2023-05-01 05:54:38	2023-05-01 05:54:38
hCoV-19/India/JK-1/2023	EPI_ISL_17554843	GISAID	 	XBB.1.16	Complete	29725	Low	283/0/NA/NA/NA	Homo sapiens	2023-03-26	India / Jammu and Kashmir / Kanhachak		2023-04-27		2023-05-01 05:54:38	2023-05-01 05:54:38
hCoV-19/India/JK-SK-2-1043365/2023	EPI_ISL_17554882	GISAID	 	XBB.1.16.1	Complete	29724	Low	218/0/NA/NA/NA	Homo sapiens	2023-04-04	India / Jammu and Kashmir / Srinagar		2023-04-27		2023-05-01 05:54:38	2023-05-01 05:54:38
hCoV-19/India/JK-17/2023	EPI_ISL_17554849	GISAID	 	XBB.1.16	Complete	29687	Low	1448/0/NA/NA/NA	Homo sapiens	2023-04-01	India / Jammu and Kashmir / Chenani		2023-04-27		2023-05-01 05:54:38	2023-05-01 05:54:38
hCoV-19/India/JK-SGR-MAR-13/2023	EPI_ISL_17554839	GISAID	 	XBB.1.16.1	Complete	29727	Low	325/0/NA/NA/NA	Homo sapiens	2023-03-27	India / Jammu and Kashmir / Tangan		2023-04-27		2023-05-01 05:54:38	2023-05-01 05:54:38
