Virus Strain Name	Accession ID	Data Source	Related ID	Lineage	Nuc.Completeness	Sequence Length	Sequence Quality	Quality Assessment	Host	Sample Collection Date	Location	Originating Lab	Submission Date	Submitting Lab	Create Time	Last Update Time
hCoV-19/Singapore/R23MR317/2023	EPI_ISL_17495910	GISAID	 	XBB.2.3.2	Complete	29827	Low	148/3/NA/NA/NA	Homo sapiens	2023-04-03	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:08:28
hCoV-19/Singapore/R23MR471/2023	EPI_ISL_17495913	GISAID	 	XBB.2.3.2	Partial	29813	Low	65/8/NA/NA/NA	Homo sapiens	2023-04-05	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:08:28
hCoV-19/Singapore/R23MR444/2023	EPI_ISL_17495914	GISAID	 	XBB.2.3.2	Partial	29508	High	0/3/NA/NA/NA	Homo sapiens	2023-04-06	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R23MR131/2023	EPI_ISL_17495917	GISAID	 	XBB.2.3.2	Complete	29672	Low	179/3/NA/NA/NA	Homo sapiens	2023-03-30	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:08:28
hCoV-19/Singapore/R23MR469/2023	EPI_ISL_17495916	GISAID	 	XBB.2.3.2	Partial	29507	High	3/4/NA/NA/NA	Homo sapiens	2023-04-05	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R23MR475/2023	EPI_ISL_17495920	GISAID	 	XBB.2.3.2	Partial	29505	High	0/5/NA/NA/NA	Homo sapiens	2023-04-05	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R23MR457/2023	EPI_ISL_17495919	GISAID	 	XBB.2.3.2	Partial	29495	Low	16/1/NA/NA/NA	Homo sapiens	2023-04-05	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:08:28
hCoV-19/Singapore/R23MR415/2023	EPI_ISL_17495936	GISAID	 	XBB.2.3	Complete	29834	High	0/5/-/-/-	Homo sapiens	2023-04-04	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R23MR124/2023	EPI_ISL_17495930	GISAID	 	XBB.2.3.1	Complete	29698	Low	314/4/NA/NA/NA	Homo sapiens	2023-03-30	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:08:28
hCoV-19/Singapore/R23MR253/2023	EPI_ISL_17495931	GISAID	 	XBB.2.3.1	Complete	29736	Low	365/9/NA/NA/NA	Homo sapiens	2023-04-02	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:08:28
hCoV-19/Singapore/R23MR330/2023	EPI_ISL_17495933	GISAID	 	XBB.2.3	Complete	29824	High	0/4/-/-/-	Homo sapiens	2023-04-03	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R24MR94/2023	EPI_ISL_17495932	GISAID	 	XBB.2.3.1	Complete	29781	Low	540/8/NA/NA/NA	Homo sapiens	2023-04-06	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:08:28
hCoV-19/Singapore/R23MR312/2023	EPI_ISL_17495935	GISAID	 	XBB.2.3	Complete	29828	High	0/1/-/-/-	Homo sapiens	2023-04-03	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R23MR150/2023	EPI_ISL_17495934	GISAID	 	XBB.2.3	Complete	29827	High	0/3/-/-/-	Homo sapiens	2023-03-30	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R23MR156/2023	EPI_ISL_17495937	GISAID	 	XBB.2.3	Complete	29828	High	0/2/-/-/-	Homo sapiens	2023-03-30	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R24MR120/2023	EPI_ISL_17495922	GISAID	 	XBB.2.3.2	Complete	29828	Low	621/4/NA/NA/NA	Homo sapiens	2023-04-08	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:08:28
hCoV-19/Singapore/R23MR365/2023	EPI_ISL_17495925	GISAID	 	XBB.2.3.1	Complete	29830	High	0/2/-/-/-	Homo sapiens	2023-04-03	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R23MR160/2023	EPI_ISL_17495924	GISAID	 	XBB.2.3.2	Complete	29831	Low	661/3/NA/NA/NA	Homo sapiens	2023-03-30	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:08:28
hCoV-19/Singapore/R23MR285/2023	EPI_ISL_17495923	GISAID	 	XBB.2.3.2	Complete	29831	Low	582/4/NA/NA/NA	Homo sapiens	2023-04-03	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:08:28
hCoV-19/Singapore/R23MR345/2023	EPI_ISL_17495926	GISAID	 	XBB.2.3.1	Complete	29810	High	0/4/-/-/-	Homo sapiens	2023-04-03	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R24MR107/2023	EPI_ISL_17495929	GISAID	 	XBB.2.3.1	Complete	29735	High	9/1/-/-/-	Homo sapiens	2023-04-08	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R23MR262/2023	EPI_ISL_17495928	GISAID	 	XBB.2.3.1	Complete	29820	High	0/1/-/-/-	Homo sapiens	2023-04-03	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R23MR402/2023	EPI_ISL_17495927	GISAID	 	XBB.2.3.1	Complete	29823	High	0/1/-/-/-	Homo sapiens	2023-04-04	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R23MR302/2023	EPI_ISL_17495940	GISAID	 	XBB.2.3	Complete	29824	High	0/0/-/-/-	Homo sapiens	2023-04-03	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R23MR439/2023	EPI_ISL_17495944	GISAID	 	XBB.2.3	Complete	29825	High	0/2/-/-/-	Homo sapiens	2023-04-06	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R23MR344/2023	EPI_ISL_17495942	GISAID	 	XBB.2.3	Complete	29825	High	0/2/-/-/-	Homo sapiens	2023-04-03	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R24MR29/2023	EPI_ISL_17495941	GISAID	 	XBB.2.3	Complete	29825	High	0/3/-/-/-	Homo sapiens	2023-04-06	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R23MR133/2023	EPI_ISL_17495943	GISAID	 	XBB.2.3	Complete	29819	High	0/2/-/-/-	Homo sapiens	2023-03-30	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R23MR361/2023	EPI_ISL_17495945	GISAID	 	XBB.2.3	Complete	29830	High	0/1/-/-/-	Homo sapiens	2023-04-03	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R23MR313/2023	EPI_ISL_17495939	GISAID	 	XBB.2.3	Complete	29828	High	0/2/-/-/-	Homo sapiens	2023-04-03	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R23MR284/2023	EPI_ISL_17495938	GISAID	 	XBB.2.3	Complete	29830	High	0/5/-/-/-	Homo sapiens	2023-04-03	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R23MR128/2023	EPI_ISL_17495946	GISAID	 	XBB.2.3	Complete	29829	High	0/0/-/-/-	Homo sapiens	2023-03-30	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R23MR389/2023	EPI_ISL_17495951	GISAID	 	XBB.2.3	Complete	29800	High	0/1/-/-/-	Homo sapiens	2023-04-04	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R24MR14/2023	EPI_ISL_17495955	GISAID	 	XBB.2.3	Complete	29797	High	0/0/-/-/-	Homo sapiens	2023-04-06	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R23MR358/2023	EPI_ISL_17495950	GISAID	 	XBB.2.3	Complete	29804	High	0/2/-/-/-	Homo sapiens	2023-04-03	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R23MR461/2023	EPI_ISL_17495953	GISAID	 	XBB.2.3	Complete	29801	High	5/0/-/-/-	Homo sapiens	2023-04-05	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R23MR435/2023	EPI_ISL_17495956	GISAID	 	XBB.2.3	Complete	29818	High	0/0/-/-/-	Homo sapiens	2023-04-05	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R23MR479/2023	EPI_ISL_17495963	GISAID	 	XBB.2.3	Complete	29832	Low	39/3/NA/NA/NA	Homo sapiens	2023-04-05	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:08:28
hCoV-19/Singapore/R23MR359/2023	EPI_ISL_17495947	GISAID	 	XBB.2.3	Complete	29820	High	0/3/-/-/-	Homo sapiens	2023-04-03	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R23MR445/2023	EPI_ISL_17495906	GISAID	 	XBB.2.3.2	Complete	29725	Low	40/2/NA/NA/NA	Homo sapiens	2023-04-06	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:08:28
hCoV-19/Singapore/R23MR136/2023	EPI_ISL_17495984	GISAID	 	XBB.2.3	Complete	29829	Low	74/4/NA/NA/NA	Homo sapiens	2023-03-30	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:08:28
hCoV-19/Singapore/R7NP49/2023	EPI_ISL_17496415	GISAID	 	XBB.1.16.1	Complete	29747	High	1/0/-/-/-	Homo sapiens	2023-04-11	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R23MR370/2023	EPI_ISL_17495912	GISAID	 	XBB.2.3.2	Complete	29833	Low	244/4/NA/NA/NA	Homo sapiens	2023-04-04	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:08:28
hCoV-19/Singapore/R23MR436/2023	EPI_ISL_17495909	GISAID	 	XBB.2.3.2	Complete	29672	High	0/3/-/-/-	Homo sapiens	2023-04-05	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R24MR72/2023	EPI_ISL_17495915	GISAID	 	XBB.2.3.2	Complete	29743	Low	243/5/NA/NA/NA	Homo sapiens	2023-04-06	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:08:28
hCoV-19/Singapore/R24MR2/2023	EPI_ISL_17495918	GISAID	 	XBB.2.3.2	Complete	29786	Low	264/3/NA/NA/NA	Homo sapiens	2023-04-05	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:08:28
hCoV-19/Singapore/R23MR325/2023	EPI_ISL_17496031	GISAID	 	XBB.1.9.1	Complete	29831	High	0/1/-/-/-	Homo sapiens	2023-04-03	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R23MR227/2023	EPI_ISL_17495921	GISAID	 	XBB.2.3.2	Complete	29776	Low	517/4/NA/NA/NA	Homo sapiens	2023-04-01	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:08:28
hCoV-19/Singapore/R23MR316/2023	EPI_ISL_17495954	GISAID	 	XBB.2.3	Complete	29824	High	0/4/-/-/-	Homo sapiens	2023-04-03	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R24MR103/2023	EPI_ISL_17495900	GISAID	 	XBB.2.3.2	Complete	29730	High	0/0/-/-/-	Homo sapiens	2023-04-08	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R23MR438/2023	EPI_ISL_17495903	GISAID	 	XBB.2.3.2	Complete	29702	High	0/1/-/-/-	Homo sapiens	2023-04-06	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R23MR125/2023	EPI_ISL_17495952	GISAID	 	XBB.2.3	Complete	29829	High	0/1/-/-/-	Homo sapiens	2023-03-30	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R23MR443/2023	EPI_ISL_17495957	GISAID	 	XBB.2.3	Complete	29791	High	0/0/-/-/-	Homo sapiens	2023-04-06	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R23MR386/2023	EPI_ISL_17495959	GISAID	 	XBB.2.3	Complete	29786	High	0/1/-/-/-	Homo sapiens	2023-04-04	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R23MR346/2023	EPI_ISL_17495958	GISAID	 	XBB.2.3	Complete	29779	High	0/2/-/-/-	Homo sapiens	2023-04-03	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R23MR393/2023	EPI_ISL_17495962	GISAID	 	XBB.2.3	Complete	29818	High	0/3/-/-/-	Homo sapiens	2023-04-04	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R23MR123/2023	EPI_ISL_17495961	GISAID	 	XBB.2.3	Complete	29773	High	0/1/-/-/-	Homo sapiens	2023-03-30	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R23MR364/2023	EPI_ISL_17495960	GISAID	 	XBB.2.3	Complete	29786	High	0/2/-/-/-	Homo sapiens	2023-04-03	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R24MR28/2023	EPI_ISL_17495948	GISAID	 	XBB.2.3	Complete	29830	High	0/2/-/-/-	Homo sapiens	2023-04-06	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R23MR263/2023	EPI_ISL_17495949	GISAID	 	XBB.2.3	Complete	29809	High	0/2/-/-/-	Homo sapiens	2023-04-03	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R23MR349/2023	EPI_ISL_17495874	GISAID	 	XBB.2.3.2	Complete	29826	High	0/2/-/-/-	Homo sapiens	2023-04-03	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R23MR270/2023	EPI_ISL_17495877	GISAID	 	XBB.2.3.2	Complete	29821	High	0/2/-/-/-	Homo sapiens	2023-04-03	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R23MR341/2023	EPI_ISL_17495883	GISAID	 	XBB.2.3.2	Complete	29824	High	0/2/-/-/-	Homo sapiens	2023-04-03	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R23MR155/2023	EPI_ISL_17495871	GISAID	 	XBB.2.3.2	Complete	29821	High	0/2/-/-/-	Homo sapiens	2023-03-30	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R23MR460/2023	EPI_ISL_17495886	GISAID	 	XBB.2.3.2	Complete	29790	High	0/4/-/-/-	Homo sapiens	2023-04-05	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R24MR77/2023	EPI_ISL_17495889	GISAID	 	XBB.2.3.2	Complete	29831	High	0/3/-/-/-	Homo sapiens	2023-04-06	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R24MR99/2023	EPI_ISL_17495880	GISAID	 	XBB.2.3.2	Complete	29815	High	2/1/-/-/-	Homo sapiens	2023-04-06	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R24MR52/2023	EPI_ISL_17495866	GISAID	 	XBL	Complete	29820	Low	34/2/NA/NA/NA	Homo sapiens	2023-04-05	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:08:28
hCoV-19/Singapore/R23MR382/2023	EPI_ISL_17495999	GISAID	 	XBB.2.3	Complete	29827	Low	326/3/NA/NA/NA	Homo sapiens	2023-04-04	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:08:28
hCoV-19/Singapore/R24MR56/2023	EPI_ISL_17495869	GISAID	 	XBB.2.3.2	Complete	29832	High	0/2/-/-/-	Homo sapiens	2023-04-05	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R24MR24/2023	EPI_ISL_17495895	GISAID	 	XBB.2.3.2	Complete	29747	High	0/1/-/-/-	Homo sapiens	2023-04-06	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R24MR58/2023	EPI_ISL_17495898	GISAID	 	XBB.2.3.2	Complete	29750	High	0/0/-/-/-	Homo sapiens	2023-04-05	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R23MR288/2023	EPI_ISL_17495892	GISAID	 	XBB.2.3.2	Complete	29826	High	0/2/-/-/-	Homo sapiens	2023-04-03	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R23MR434/2023	EPI_ISL_17495899	GISAID	 	XBB.2.3.2	Complete	29810	High	0/4/-/-/-	Homo sapiens	2023-04-05	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R23MR378/2023	EPI_ISL_17495964	GISAID	 	XBB.2.3	Complete	29823	High	0/3/-/-/-	Homo sapiens	2023-04-04	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R23MR234/2023	EPI_ISL_17495995	GISAID	 	XBB.2.3	Complete	29830	Low	250/6/NA/NA/NA	Homo sapiens	2023-04-01	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:08:28
hCoV-19/Singapore/R23MR242/2023	EPI_ISL_17495994	GISAID	 	XBB.2.3	Complete	29714	Low	210/3/NA/NA/NA	Homo sapiens	2023-04-01	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:08:28
hCoV-19/Singapore/R23MR245/2023	EPI_ISL_17495997	GISAID	 	XBB.2.3	Partial	29716	Low	129/2/NA/NA/NA	Homo sapiens	2023-04-01	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:08:28
hCoV-19/Singapore/R23MR198/2023	EPI_ISL_17495996	GISAID	 	XBB.2.3	Complete	29826	Low	323/2/NA/NA/NA	Homo sapiens	2023-03-31	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:08:28
hCoV-19/Singapore/R24MR91/2023	EPI_ISL_17495998	GISAID	 	XBB.2.3	Complete	29830	Low	373/1/NA/NA/NA	Homo sapiens	2023-04-06	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:08:28
hCoV-19/Singapore/R23MR307/2023	EPI_ISL_17496000	GISAID	 	XBB.2.3	Complete	29725	Low	414/2/NA/NA/NA	Homo sapiens	2023-04-03	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:08:28
hCoV-19/Singapore/R24MR104/2023	EPI_ISL_17495991	GISAID	 	XBB.2.3	Complete	29663	Low	146/0/NA/NA/NA	Homo sapiens	2023-04-08	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:08:28
hCoV-19/Singapore/R23MR447/2023	EPI_ISL_17496001	GISAID	 	XBB.2.3	Complete	29791	Low	451/10/NA/NA/NA	Homo sapiens	2023-04-05	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:08:28
hCoV-19/Singapore/R23MR224/2023	EPI_ISL_17495990	GISAID	 	XBB.2.3	Complete	29828	Low	177/6/NA/NA/NA	Homo sapiens	2023-04-01	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:08:28
hCoV-19/Singapore/R23MR442/2023	EPI_ISL_17495993	GISAID	 	XBB.2.3	Complete	29791	Low	283/1/NA/NA/NA	Homo sapiens	2023-04-06	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:08:28
hCoV-19/Singapore/R23MR255/2023	EPI_ISL_17495992	GISAID	 	XBB.2.3	Complete	29788	Low	257/2/NA/NA/NA	Homo sapiens	2023-04-02	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:08:28
hCoV-19/Singapore/R24MR106/2023	EPI_ISL_17495966	GISAID	 	XBB.2.3	Complete	29763	High	7/3/-/-/-	Homo sapiens	2023-04-08	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R23MR212/2023	EPI_ISL_17495965	GISAID	 	XBB.2.3	Complete	29791	High	14/3/-/-/-	Homo sapiens	2023-03-31	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R24MR8/2023	EPI_ISL_17495968	GISAID	 	XBB.2.3	Complete	29801	High	0/2/-/-/-	Homo sapiens	2023-04-05	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R24MR97/2023	EPI_ISL_17495967	GISAID	 	XBB.2.3	Complete	29824	High	0/2/-/-/-	Homo sapiens	2023-04-06	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R24MR481/202304	EPI_ISL_17495969	GISAID	 	XBB.2.3	Complete	29754	High	0/0/-/-/-	Homo sapiens	2023-03-27	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R24MR66/2023	EPI_ISL_17495973	GISAID	 	XBB.2.3	Complete	29791	High	0/4/-/-/-	Homo sapiens	2023-04-06	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R23MR256/2023	EPI_ISL_17495972	GISAID	 	XBB.2.3	Complete	29783	High	0/1/-/-/-	Homo sapiens	2023-04-02	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R23MR293/2023	EPI_ISL_17495975	GISAID	 	XBB.2.3	Complete	29734	High	0/0/-/-/-	Homo sapiens	2023-04-03	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R23MR143/2023	EPI_ISL_17495986	GISAID	 	XBB.2.3	Complete	29661	High	0/1/-/-/-	Homo sapiens	2023-03-30	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R24MR23/2023	EPI_ISL_17495974	GISAID	 	XBB.2.3	Complete	29720	High	0/2/-/-/-	Homo sapiens	2023-04-06	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R24MR67/2023	EPI_ISL_17495977	GISAID	 	XBB.2.3	Complete	29818	High	0/1/-/-/-	Homo sapiens	2023-04-06	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R24MR30/2023	EPI_ISL_17495976	GISAID	 	XBB.2.3	Complete	29801	High	0/1/-/-/-	Homo sapiens	2023-04-06	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R24MR92/2023	EPI_ISL_17495983	GISAID	 	XBB.2.3	Complete	29830	Low	85/3/NA/NA/NA	Homo sapiens	2023-04-06	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:08:28
hCoV-19/Singapore/R23MR383/2023	EPI_ISL_17495979	GISAID	 	XBB.2.3	Complete	29722	High	0/2/-/-/-	Homo sapiens	2023-04-04	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R24MR17/2023	EPI_ISL_17495978	GISAID	 	XBB.2.3	Complete	29801	High	0/0/-/-/-	Homo sapiens	2023-04-06	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R23MR408/2023	EPI_ISL_17495971	GISAID	 	XBB.2.3	Complete	29818	High	0/3/-/-/-	Homo sapiens	2023-04-04	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R23MR144/2023	EPI_ISL_17495970	GISAID	 	XBB.2.3	Complete	29783	High	8/3/-/-/-	Homo sapiens	2023-03-30	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R23MR446/2023	EPI_ISL_17495985	GISAID	 	XBB.2.3	Complete	29672	Low	19/1/NA/NA/NA	Homo sapiens	2023-04-06	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:08:28
hCoV-19/Singapore/R23MR480/2023	EPI_ISL_17495988	GISAID	 	XBB.2.3	Partial	29829	Low	50/2/NA/NA/NA	Homo sapiens	2023-04-05	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:08:28
hCoV-19/Singapore/R24MR113/2023	EPI_ISL_17495987	GISAID	 	XBB.2.3	Complete	29691	Low	87/2/NA/NA/NA	Homo sapiens	2023-04-08	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:08:28
hCoV-19/Singapore/R23MR404/2023	EPI_ISL_17495989	GISAID	 	XBB.2.3	Complete	29570	High	0/3/-/-/-	Homo sapiens	2023-04-04	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R24MR119/2023	EPI_ISL_17495980	GISAID	 	XBB.2.3	Complete	29794	Low	34/3/NA/NA/NA	Homo sapiens	2023-04-08	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:08:28
hCoV-19/Singapore/R24MR13/2023	EPI_ISL_17495982	GISAID	 	XBB.2.3	Complete	29741	Low	38/4/NA/NA/NA	Homo sapiens	2023-04-06	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:08:28
hCoV-19/Singapore/R23MR167/2023	EPI_ISL_17496010	GISAID	 	XBB.1.9.2	Complete	29789	High	0/1/-/-/-	Homo sapiens	2023-03-30	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R24MR50/2023	EPI_ISL_17495981	GISAID	 	XBB.2.3	Complete	29702	High	0/1/-/-/-	Homo sapiens	2023-04-05	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R23MR187/2023	EPI_ISL_17496002	GISAID	 	XBB.2.3	Complete	29818	Low	470/4/NA/NA/NA	Homo sapiens	2023-03-31	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:08:28
hCoV-19/Singapore/R23MR371/2023	EPI_ISL_17496003	GISAID	 	XBB.2.3	Complete	29820	Low	567/4/NA/NA/NA	Homo sapiens	2023-04-04	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:08:28
